serialId|bookNum|shortName|name|bookCategory|authorId|publisher|lanId|edition|volume|pages|price|remarks|status
BK74|AFC|AFC|ABC FUN CAPITAL|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK75|AFS|AFS|ABC FUN SMALL|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK237|ALPP1|ALPP1|ACTIVE LEARNING PRE PRIMER SEM. I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK238|ALPP2|ALPP2|ACTIVE LEARNING PRE PRIMER SEM. II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK239|ALP1|ALP1|ACTIVE LEARNING PRIMER SEM. I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK240|ALP2|ALP2|ACTIVE LEARNING PRIMER SEM. II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK466|SC1|SC1|ACTIVE SCIENCE I|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK467|SC2|SC2|ACTIVE SCIENCE II|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK468|SC3|SC3|ACTIVE SCIENCE III|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK469|SC4|SC4|ACTIVE SCIENCE IV|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK208|ADA|ADA|AKSHARA DEEAPAM A|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK196|ADB|ADB|AKSHARADEEPAM B|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK197|AD1|AD1|AKSHARADEEPAM I|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK198|AD2|AD2|AKSHARADEEPAM II|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK199|AD3|AD3|AKSHARADEEPAM III|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK200|AD4|AD4|AKSHARADEEPAM IV|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK283|AL1|AL1|AKSHARALOKAM I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK284|AL2|AL2|AKSHARALOKAM II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK285|AL3|AL3|AKSHARALOKAM III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK286|AL4|AL4|AKSHARALOKAM IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK287|AL5|AL5|AKSHARALOKAM V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK256|AJ1|AJ1|AKSHARJYOTI I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK257|AJ2|AJ2|AKSHARJYOTI II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK258|AJ3|AJ3|AKSHARJYOTI III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK259|AJ4|AJ4|AKSHARJYOTI IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK499|AAR|AAR|ANUPAM AKSHAR RACHNA|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK500|ASP|ASP|ANUPAM SHABAD PARICHAY|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK509|ASR|ASR|ANUPAM SWAR RACHNA|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK277|ASA|ASA|ART SKILLS A|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK278|ASB|ASB|ART SKILLS B|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK279|ASC|ASC|ART SKILLS C|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK269|AS1|AS1|ART SKILLS I|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK270|AS2|AS2|ART SKILLS II|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK271|AS3|AS3|ART SKILLS III|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK272|AS4|AS4|ART SKILLS IV|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK273|AS5|AS5|ART SKILLS V|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK274|AS6|AS6|ART SKILLS VI|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK275|AS7|AS7|ART SKILLS VII|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK276|AS8|AS8|ART SKILLS VIII|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK456|ATLAS|ATLAS|ATLAS|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK167|HASL6|HASL6|AVO SUNDAR LIKO PART VI|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK168|HASL7|HASL7|AVO SUNDAR LIKO PART VII|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK169|HASL8|HASL8|AVO SUNDAR LIKO PART VIII|{ "$ref" : "bookCategory", "$id" : 49}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK502|BOSA6|BOSA6|BE ONE STEP A HEAD VI|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK503|BOSA7|BOSA7|BE ONE STEP A HEAD VII|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK364|BEPB||BEGINERS ENGLISH PRIMER B|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK215|BELT|BELT|BELT|{ "$ref" : "bookCategory", "$id" : 43}|47|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK179|BOP4|BOP4|BITS OF PAPER IV|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK180|BOP5|BOP5|BITS OF PAPER V|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK538|BBUS1|BBUS1|BLUE BERRY ALL IN ONE  UKG SEM. I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK536|BBLS1|BBLS1|BLUE BERRY ALL IN ONE LKG SEM I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK537|BBLS2|BBLS2|BLUE BERRY ALL IN ONE LKG SEM II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK386|BBS1|BBS1|BLUE BERRY ALL IN ONE SEM. I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK387|BBS2|BBS2|BLUE BERRY ALL IN ONE SEM. II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK431|BBT1C1|BBT1C1|BLUE BERRY ALL IN ONE TERM I CLASS I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK434|BBT1C2|BBT1C2|BLUE BERRY ALL IN ONE TERM I CLASS II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK437|BBT1C3|BBT1C3|BLUE BERRY ALL IN ONE TERM I CLASS III|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK440|BBT1C4|BBT1C4|BLUE BERRY ALL IN ONE TERM I CLASS IV|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK443|BBT1C5|BBT1C5|BLUE BERRY ALL IN ONE TERM I CLASS V|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK432|BBT2CI|BBT2C1|BLUE BERRY ALL IN ONE TERM II  CLASS I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK446|BBT2C1|BBT2C1|BLUE BERRY ALL IN ONE TERM II  CLASS I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK435|BBT2C2|BBT2C2|BLUE BERRY ALL IN ONE TERM II  CLASS II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK438|BBT2C3|BBT2C3|BLUE BERRY ALL IN ONE TERM II  CLASS III|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK441|BBT2C4|BBT2C4|BLUE BERRY ALL IN ONE TERM II  CLASS IV|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK444|BBT2C5|BBT2C5|BLUE BERRY ALL IN ONE TERM II  CLASS V|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK433|BBT3C1|BBT3C1|BLUE BERRY ALL IN ONE TERM III  CLASS I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK436|BBT3C2|BBT3C2|BLUE BERRY ALL IN ONE TERM III  CLASS II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK439|BBT3C3|BBT3C3|BLUE BERRY ALL IN ONE TERM III  CLASS III|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK442|BBT3C4|BBT3C4|BLUE BERRY ALL IN ONE TERM III  CLASS IV|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK445|BBT3C5|BBT3C5|BLUE BERRY ALL IN ONE TERM III  CLASS V|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK539|BBUS2|BBUS2|BLUE BERRY ALL IN ONE UKG SEM. II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK280|BEG&C5|BEG&C5|BRILLIANT ENGLISH GRAMMAR & COMPOSITION V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK156|BEG&C0|BEG&C0|BRILLIANT ENGLISH GRAMMER & COMPOSITION 0|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK157|BEG&C1|BEG&C1|BRILLIANT ENGLISH GRAMMER & COMPOSITION 1|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK159|BEG&C3|BEG&C3|BRILLIANT ENGLISH GRAMMER & COMPOSITION 1II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK158|BEG&C2|BEG&C2|BRILLIANT ENGLISH GRAMMER & COMPOSITION II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK462|BEG1|BEG1|BUDS ENGLISH GRAMMER I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK463|BEG2|BEG2|BUDS ENGLISH GRAMMER II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK464|BEG3|BEG3|BUDS ENGLISH GRAMMER III|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK465|BEG4|BEG4|BUDS ENGLISH GRAMMER IV|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK470|BEG5|BEG5|BUDS ENGLISH GRAMMER V|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK471|BEG6|BEG6|BUDS ENGLISH GRAMMER VI|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK472|BEG7|BEG7|BUDS ENGLISH GRAMMER VII|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK103|CAB1|CAB1|CHIPS AND BITS I|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK104|CAB2|CAB2|CHIPS AND BITS II|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK105|CAB3|CAB3|CHIPS AND BITS III|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK106|CAB4|CAB4|CHIPS AND BITS IV|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK111|CAB9|CAB9|CHIPS AND BITS IX|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK107|CAB5|CAB5|CHIPS AND BITS V|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK108|CAB6|CAB6|CHIPS AND BITS VI|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK109|CAB7|CAB7|CHIPS AND BITS VII|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK110|CAB8|CAB8|CHIPS AND BITS VIII|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|2|1|0|0||1
BK112|CAB10|CAB10|CHIPS AND BITS X|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK163|COMPULIT1|COMPULIT1|COMPULIT PART I|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 56}|46|1|1|0|0||1
BK164|COMPULIT2|COMPULIT2|COMPULIT PART II|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 56}|46|1|1|0|0||1
BK165|COMPULIT3|COMPULIT3|COMPULIT PART III|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 56}|46|1|1|0|0||1
BK166|COMPULIT4|COMPULIT4|COMPULIT PART IV|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 56}|46|1|1|0|0||1
BK393|CS1|CS1|COMPUTER SPACE I|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK394|CS2|CS2|COMPUTER SPACE II|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK395|CS3|CS3|COMPUTER SPACE III|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK396|CS4|CS4|COMPUTER SPACE IV|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK397|CS5|CS5|COMPUTER SPACE V|{ "$ref" : "bookCategory", "$id" : 51}|44|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK457|CS6|CS6|COMPUTER SPACE VI|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK458|CS7|CS7|COMPUTER SPACE VII|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK459|CS8|CS8|COMPUTER SPACE VIII|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK207|CRAYONS|CRAYONS|CRAYONS|{ "$ref" : "bookCategory", "$id" : 52}|47|{ "$ref" : "publisher", "$id" : 60}|46|1|1|0|0||1
BK288|C|C|CRAYONS|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 45}|46|1|1|0|0||1
BK115|DC1|DC1|DEEPU CONVERSATION I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK201|DC2|DC2|DEEPU CONVERSATION II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK202|DC3|DC3|DEEPU CONVERSATION III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK203|DC4|DC4|DEEPU CONVERSATION IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK204|DC5|DC5|DEEPU CONVERSATION V|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK231|ELPP1|ELPP1|EASY LEARNING PRE PRIMER I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK232|ELPP2|ELPP2|EASY LEARNING PRE PRIMER II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK233|ELPP3|ELPP3|EASY LEARNING PRE PRIMER III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK234|ELP1|ELP1|EASY LEARNING PRIMER I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK235|ELP2|ELP2|EASY LEARNING PRIMER II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK236|ELP3|ELP3|EASY LEARNING PRIMER III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK305|EFL1|EFL1|ENGLISH FOR LEARNERS I|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 57}|46|1|1|0|0||1
BK306|EFL2|EFL2|ENGLISH FOR LEARNERS II|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 57}|46|1|1|0|0||1
BK307|EFL3|EFL3|ENGLISH FOR LEARNERS III|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 57}|46|1|1|0|0||1
BK308|EFL4|EFL4|ENGLISH FOR LEARNERS IV|{ "$ref" : "bookCategory", "$id" : 51}|50|{ "$ref" : "publisher", "$id" : 57}|46|1|1|0|0||1
BK79|EWCA|EWCA|ENJOY WITH COLOURS A|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK80|EWCB |EWCB|ENJOY WITH COLOURS B|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK81|EWC1|EWC1|ENJOY WITH COLOURS I|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK82|EWC2|EWC2|ENJOY WITH COLOURS II|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK83|EWC3|EWC3|ENJOY WITH COLOURS III|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK84|EWC4|EWC4|ENJOY WITH COLOURS IV|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK85|EWC5|EWC5|ENJOY WITH COLOURS V|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK88|EWC6|EWC6|ENJOY WITH COLOURS VI|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK89|EWC7|EWC7|ENJOY WITH COLOURS VII|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK114|FOIT10|FOIT10|FOUNDATION OF INF. TEC. X|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK113|FOIT9|FOIT9|FOUNDATION OF INF.TEC. IX|{ "$ref" : "bookCategory", "$id" : 59}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK77|FFA|FFA|FUN FAIR A|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK78|FFB|FFB|FUN FAIR B|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK86|FFC|FFC|FUN FAIR C|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK87|FFD|FFD|FUN FAIR D|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK530|FTCB|FTCB|FUN TO COLOUR  B|{ "$ref" : "bookCategory", "$id" : 52}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK531|FTC1|FTC1|FUN TO COLOUR  I|{ "$ref" : "bookCategory", "$id" : 52}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK533|FTCA|FTCA|FUN TO COLOUR A|{ "$ref" : "bookCategory", "$id" : 52}|47|{ "$ref" : "publisher", "$id" : 48}|46|1|1|0|0||1
BK171|FWP|FWP|FUN WITH PICTURES|{ "$ref" : "bookCategory", "$id" : 54}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK118|GOA1|GOA1|GALLERY OF ART I|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK119|GOA2|GOA2|GALLERY OF ART II|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK120|GOA3|GOA3|GALLERY OF ART III|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK121|GOA4|GOA4|GALLERY OF ART IV|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK116|GOAA|GOAA|GALLERY OF ART PART A|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK117|GOAB|GOAB|GALLERY OF ART PART B|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK126|GOAC|GOAC|GALLERY OF ART PART C|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK122|GOA5|GOA5|GALLERY OF ART V|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK123|GOA6|GOA6|GALLERY OF ART VI|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK124|GOA7|GOA7|GALLERY OF ART VII|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK125|GOA8|GOA8|GALLERY OF ART VIII|{ "$ref" : "bookCategory", "$id" : 52}|50|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK363|GAC0||GRAMMAR AND COMPOSITION 0|{ "$ref" : "bookCategory", "$id" : 43}|44|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
BK355|GAC1||GRAMMAR AND COMPOSITION I|{ "$ref" : "bookCategory", "$id" : 51}|61|{ "$ref" : "publisher", "$id" : 55}|46|1|1|0|0||1
